date,nums
2018-01-01,1.0
2018-01-02,
2018-01-03,8.0
2018-01-04,5.0
2018-01-05,7.0
2018-01-06,7.0
2018-01-07,8.0
2018-01-08,8.0
2018-01-09,
2018-01-10,0.0
2018-01-11,6.0
2018-01-12,
2018-01-13,4.0
2018-01-14,5.0
2018-01-15,0.0
2018-01-16,3.0
2018-01-17,6.0
2018-01-18,8.0
2018-01-19,5.0
2018-01-20,7.0
2018-01-21,3.0
2018-01-22,2.0
2018-01-23,6.0
2018-01-24,6.0
2018-01-25,2.0
2018-01-26,7.0
2018-01-27,8.0
2018-01-28,1.0
2018-01-29,
2018-01-30,3.0
2018-01-31,2.0
2018-02-01,4.0
2018-02-02,6.0
2018-02-03,6.0
2018-02-04,0.0
2018-02-05,4.0
2018-02-06,6.0
2018-02-07,1.0
2018-02-08,8.0
2018-02-09,7.0
2018-02-10,8.0
2018-02-11,9.0
2018-02-12,7.0
2018-02-13,1.0
2018-02-14,4.0
2018-02-15,0.0
2018-02-16,4.0
2018-02-17,
2018-02-18,2.0
2018-02-19,7.0
2018-02-20,6.0
2018-02-21,9.0
2018-02-22,8.0
2018-02-23,4.0
2018-02-24,8.0
2018-02-25,
2018-02-26,
2018-02-27,1.0
2018-02-28,9.0
2018-03-01,8.0
2018-03-02,1.0
2018-03-03,
2018-03-04,9.0
2018-03-05,4.0
2018-03-06,9.0
2018-03-07,2.0
2018-03-08,9.0
2018-03-09,8.0
2018-03-10,0.0
2018-03-11,0.0
2018-03-12,7.0
2018-03-13,9.0
2018-03-14,2.0
2018-03-15,7.0
2018-03-16,4.0
2018-03-17,5.0
2018-03-18,5.0
2018-03-19,1.0
2018-03-20,
2018-03-21,6.0
2018-03-22,3.0
2018-03-23,3.0
2018-03-24,8.0
2018-03-25,3.0
2018-03-26,1.0
2018-03-27,0.0
2018-03-28,1.0
2018-03-29,1.0
2018-03-30,0.0
2018-03-31,3.0
2018-04-01,8.0
2018-04-02,4.0
2018-04-03,5.0
2018-04-04,1.0
2018-04-05,1.0
2018-04-06,4.0
2018-04-07,1.0
2018-04-08,7.0
2018-04-09,2.0
2018-04-10,2.0
2018-04-11,9.0
2018-04-12,1.0
2018-04-13,4.0
2018-04-14,0.0
2018-04-15,
2018-04-16,1.0
2018-04-17,6.0
2018-04-18,7.0
2018-04-19,7.0
2018-04-20,0.0
2018-04-21,
2018-04-22,1.0
2018-04-23,8.0
2018-04-24,2.0
2018-04-25,4.0
2018-04-26,6.0
2018-04-27,4.0
2018-04-28,
2018-04-29,1.0
2018-04-30,7.0
2018-05-01,4.0
2018-05-02,6.0
2018-05-03,8.0
2018-05-04,
2018-05-05,4.0
2018-05-06,3.0
2018-05-07,4.0
2018-05-08,6.0
2018-05-09,6.0
2018-05-10,5.0
2018-05-11,7.0
2018-05-12,0.0
2018-05-13,
2018-05-14,6.0
2018-05-15,0.0
2018-05-16,5.0
2018-05-17,5.0
2018-05-18,8.0
2018-05-19,0.0
2018-05-20,6.0
2018-05-21,7.0
2018-05-22,2.0
2018-05-23,4.0
2018-05-24,5.0
2018-05-25,1.0
2018-05-26,6.0
2018-05-27,5.0
2018-05-28,8.0
2018-05-29,5.0
2018-05-30,6.0
2018-05-31,8.0
2018-06-01,7.0
2018-06-02,7.0
2018-06-03,0.0
2018-06-04,7.0
2018-06-05,1.0
2018-06-06,6.0
2018-06-07,0.0
2018-06-08,3.0
2018-06-09,1.0
2018-06-10,
2018-06-11,7.0
2018-06-12,5.0
2018-06-13,9.0
2018-06-14,8.0
2018-06-15,6.0
2018-06-16,2.0
2018-06-17,2.0
2018-06-18,7.0
2018-06-19,
2018-06-20,9.0
2018-06-21,
2018-06-22,2.0
2018-06-23,1.0
2018-06-24,3.0
2018-06-25,7.0
2018-06-26,5.0
2018-06-27,2.0
2018-06-28,1.0
2018-06-29,8.0
2018-06-30,
2018-07-01,0.0
2018-07-02,9.0
2018-07-03,4.0
2018-07-04,1.0
2018-07-05,1.0
2018-07-06,6.0
2018-07-07,6.0
2018-07-08,9.0
2018-07-09,2.0
2018-07-10,
2018-07-11,0.0
2018-07-12,1.0
2018-07-13,8.0
2018-07-14,7.0
2018-07-15,0.0
2018-07-16,7.0
2018-07-17,9.0
2018-07-18,3.0
2018-07-19,7.0
2018-07-20,3.0
2018-07-21,9.0
2018-07-22,6.0
2018-07-23,
2018-07-24,8.0
2018-07-25,
2018-07-26,9.0
2018-07-27,1.0
2018-07-28,8.0
2018-07-29,3.0
2018-07-30,4.0
2018-07-31,2.0
2018-08-01,7.0
2018-08-02,7.0
2018-08-03,6.0
2018-08-04,3.0
2018-08-05,1.0
2018-08-06,1.0
2018-08-07,6.0
2018-08-08,6.0
2018-08-09,1.0
2018-08-10,1.0
2018-08-11,9.0
2018-08-12,
2018-08-13,4.0
2018-08-14,8.0
2018-08-15,7.0
2018-08-16,6.0
2018-08-17,5.0
2018-08-18,4.0
2018-08-19,
2018-08-20,
2018-08-21,3.0
2018-08-22,4.0
2018-08-23,
2018-08-24,3.0
2018-08-25,6.0
2018-08-26,4.0
2018-08-27,2.0
2018-08-28,8.0
2018-08-29,6.0
2018-08-30,4.0
2018-08-31,8.0
2018-09-01,8.0
2018-09-02,
2018-09-03,8.0
2018-09-04,0.0
2018-09-05,3.0
2018-09-06,1.0
2018-09-07,8.0
2018-09-08,3.0
2018-09-09,5.0
2018-09-10,5.0
2018-09-11,5.0
2018-09-12,4.0
2018-09-13,0.0
2018-09-14,6.0
2018-09-15,0.0
2018-09-16,4.0
2018-09-17,6.0
2018-09-18,3.0
2018-09-19,2.0
2018-09-20,
2018-09-21,1.0
2018-09-22,2.0
2018-09-23,9.0
2018-09-24,0.0
2018-09-25,6.0
2018-09-26,9.0
2018-09-27,5.0
2018-09-28,1.0
2018-09-29,2.0
2018-09-30,3.0
2018-10-01,2.0
2018-10-02,
2018-10-03,6.0
2018-10-04,9.0
2018-10-05,4.0
2018-10-06,5.0
2018-10-07,6.0
2018-10-08,7.0
2018-10-09,0.0
2018-10-10,3.0
2018-10-11,7.0
2018-10-12,9.0
2018-10-13,5.0
2018-10-14,
2018-10-15,2.0
2018-10-16,3.0
2018-10-17,4.0
2018-10-18,9.0
2018-10-19,6.0
2018-10-20,2.0
2018-10-21,1.0
2018-10-22,6.0
2018-10-23,7.0
2018-10-24,5.0
2018-10-25,7.0
2018-10-26,2.0
2018-10-27,9.0
2018-10-28,6.0
2018-10-29,9.0
2018-10-30,0.0
2018-10-31,2.0
2018-11-01,4.0
2018-11-02,5.0
2018-11-03,3.0
2018-11-04,5.0
2018-11-05,8.0
2018-11-06,9.0
2018-11-07,5.0
2018-11-08,1.0
2018-11-09,2.0
2018-11-10,
2018-11-11,
2018-11-12,9.0
2018-11-13,
2018-11-14,1.0
2018-11-15,
2018-11-16,8.0
2018-11-17,5.0
2018-11-18,6.0
2018-11-19,9.0
2018-11-20,6.0
2018-11-21,0.0
2018-11-22,0.0
2018-11-23,4.0
2018-11-24,
2018-11-25,2.0
2018-11-26,6.0
2018-11-27,7.0
2018-11-28,1.0
2018-11-29,7.0
2018-11-30,6.0
2018-12-01,9.0
2018-12-02,5.0
2018-12-03,9.0
2018-12-04,1.0
2018-12-05,5.0
2018-12-06,2.0
2018-12-07,3.0
2018-12-08,2.0
2018-12-09,5.0
2018-12-10,9.0
2018-12-11,1.0
2018-12-12,2.0
2018-12-13,9.0
2018-12-14,6.0
2018-12-15,7.0
2018-12-16,4.0
2018-12-17,8.0
2018-12-18,
2018-12-19,7.0
2018-12-20,6.0
2018-12-21,
2018-12-22,3.0
2018-12-23,1.0
2018-12-24,9.0
2018-12-25,7.0
2018-12-26,6.0
2018-12-27,1.0
2018-12-28,5.0
2018-12-29,6.0
2018-12-30,2.0
2018-12-31,1.0
2019-01-01,
2019-01-02,7.0
2019-01-03,3.0
2019-01-04,
2019-01-05,5.0
2019-01-06,0.0
2019-01-07,0.0
2019-01-08,9.0
2019-01-09,2.0
2019-01-10,6.0
2019-01-11,4.0
2019-01-12,8.0
2019-01-13,8.0
2019-01-14,1.0
2019-01-15,7.0
2019-01-16,4.0
2019-01-17,8.0
2019-01-18,8.0
2019-01-19,1.0
2019-01-20,0.0
2019-01-21,8.0
2019-01-22,3.0
2019-01-23,5.0
2019-01-24,5.0
2019-01-25,5.0
2019-01-26,
2019-01-27,2.0
2019-01-28,7.0
2019-01-29,4.0
2019-01-30,
2019-01-31,7.0
2019-02-01,
2019-02-02,2.0
2019-02-03,7.0
2019-02-04,9.0
2019-02-05,5.0
2019-02-06,5.0
2019-02-07,4.0
2019-02-08,0.0
2019-02-09,7.0
2019-02-10,3.0
2019-02-11,6.0
2019-02-12,0.0
2019-02-13,
2019-02-14,0.0
2019-02-15,4.0
2019-02-16,
2019-02-17,1.0
2019-02-18,8.0
2019-02-19,4.0
2019-02-20,5.0
2019-02-21,9.0
2019-02-22,
2019-02-23,
2019-02-24,3.0
2019-02-25,1.0
2019-02-26,9.0
2019-02-27,0.0
2019-02-28,9.0
2019-03-01,7.0
2019-03-02,1.0
2019-03-03,2.0
2019-03-04,1.0
2019-03-05,8.0
2019-03-06,6.0
2019-03-07,4.0
2019-03-08,
2019-03-09,4.0
2019-03-10,4.0
2019-03-11,4.0
2019-03-12,5.0
2019-03-13,6.0
2019-03-14,
2019-03-15,7.0
2019-03-16,6.0
2019-03-17,4.0
2019-03-18,7.0
2019-03-19,5.0
2019-03-20,
2019-03-21,2.0
2019-03-22,1.0
2019-03-23,2.0
2019-03-24,0.0
2019-03-25,0.0
2019-03-26,2.0
2019-03-27,3.0
2019-03-28,1.0
2019-03-29,7.0
2019-03-30,6.0
2019-03-31,6.0
2019-04-01,2.0
2019-04-02,5.0
2019-04-03,1.0
2019-04-04,7.0
2019-04-05,7.0
2019-04-06,0.0
2019-04-07,5.0
2019-04-08,5.0
2019-04-09,
2019-04-10,9.0
2019-04-11,2.0
2019-04-12,6.0
2019-04-13,6.0
2019-04-14,5.0
2019-04-15,1.0
2019-04-16,
2019-04-17,5.0
2019-04-18,6.0
2019-04-19,0.0
2019-04-20,8.0
2019-04-21,1.0
2019-04-22,2.0
2019-04-23,9.0
2019-04-24,2.0
2019-04-25,2.0
2019-04-26,3.0
2019-04-27,
2019-04-28,2.0
2019-04-29,3.0
2019-04-30,5.0
2019-05-01,3.0
2019-05-02,5.0
2019-05-03,0.0
2019-05-04,5.0
2019-05-05,1.0
2019-05-06,
2019-05-07,8.0
2019-05-08,0.0
2019-05-09,0.0
2019-05-10,7.0
2019-05-11,0.0
2019-05-12,
2019-05-13,7.0
2019-05-14,3.0
2019-05-15,3.0
2019-05-16,
2019-05-17,
2019-05-18,4.0
